customerID,BeginDate,EndDate_raw,EndDate_parsed,tenure_months_snapshot,MonthlyCharges,TotalCharges,num_internet_services,has_internet,has_phone,num_services,avg_monthly_from_total,payment_auto,gender,SeniorCitizen,Partner,Dependents,Type,PaperlessBilling,PaymentMethod,InternetService,MultipleLines,churn_left,active_at_snapshot,target
1131-QQZEB,2014-03-01,No,,71.06,23.95,1756.2,0,0,1,1,24.714325921756263,1,Male,1,Yes,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
5716-EZXZN,2014-09-01,No,,65.01,99.05,6416.7,4,1,1,5,98.70327641901245,1,Female,0,Yes,Yes,Two year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
6837-BJYDQ,2019-11-01,No,,3.02,19.6,61.35,0,0,0,0,20.314569536423843,0,Male,0,No,No,One year,No,Mailed check,,No,0,1,1
2135-RXIHG,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,45.65,45.65,0,1,0,0,22.377450980392155,0,Male,0,No,No,Month-to-month,Yes,Electronic check,DSL,No,1,0,0
6440-DKQGE,2017-08-01,No,,30.03,64.5,1929.95,3,1,0,3,64.26739926739927,1,Male,0,No,Yes,One year,No,Credit card (automatic),DSL,No,0,1,1
3466-BYAVD,2018-11-01,No,,15.01,69.5,1071.4,4,1,0,4,71.37908061292472,0,Male,0,Yes,Yes,Month-to-month,Yes,Mailed check,DSL,No,0,1,1
3780-YVMFA,2019-06-01,No,,8.05,68.55,564.35,3,1,0,3,70.1055900621118,0,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,DSL,No,0,1,1
3874-EQOEP,2019-06-01,2020-01-01 00:00:00,2020-01-01,8.05,95.0,655.5,2,1,1,3,81.42857142857142,0,Male,0,No,No,Month-to-month,No,Mailed check,Fiber optic,Yes,1,0,0
1679-JRFBR,2014-04-01,No,,70.04,108.15,7930.55,5,1,1,6,113.22886921758995,1,Female,0,Yes,Yes,One year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
9073-ZZIAY,2014-12-01,No,,62.02,86.1,5215.25,6,1,0,6,84.08980973879393,0,Male,0,Yes,Yes,Two year,No,Electronic check,DSL,No,0,1,1
3077-RSNTJ,2019-08-01,No,,6.04,19.7,113.5,0,0,0,0,18.79139072847682,0,Female,0,Yes,Yes,Month-to-month,No,Mailed check,,No,0,1,1
6551-GNYDG,2018-12-01,No,,14.03,80.9,1152.8,1,1,0,1,82.16678545972916,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
9167-APMXZ,2018-04-01,No,,22.04,84.15,1821.95,1,1,1,2,82.66560798548095,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
2749-CTKAJ,2018-04-01,No,,22.04,20.15,419.9,0,0,0,0,19.051724137931036,0,Male,0,Yes,Yes,One year,No,Mailed check,,No,0,1,1
6371-NZYEG,2018-10-01,No,,16.03,64.25,1024.0,3,1,0,3,63.88022457891453,0,Male,0,Yes,Yes,Two year,No,Mailed check,DSL,No,0,1,1
7554-NEWDD,2019-04-01,No,,10.05,25.7,251.6,0,0,1,1,25.034825870646763,1,Male,0,No,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
8992-VONJD,2019-01-01,No,,13.01,56.0,764.55,2,1,0,2,58.7663335895465,0,Female,0,No,Yes,Month-to-month,Yes,Electronic check,DSL,No,0,1,1
0867-MKZVY,2018-03-01,2019-11-01 00:00:00,2019-11-01,23.06,82.4,1592.35,1,1,1,2,69.05247181266262,0,Female,0,Yes,No,Month-to-month,No,Electronic check,Fiber optic,Yes,1,0,0
4482-EWFMI,2019-12-01,No,,2.04,69.7,135.2,0,1,0,0,66.27450980392156,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
4648-YPBTM,2015-09-01,No,,53.02,73.9,3958.25,4,1,1,5,74.65579026782346,1,Male,0,No,No,Two year,Yes,Bank transfer (automatic),DSL,Yes,0,1,1
2907-ILJBN,2019-03-01,No,,11.07,20.6,233.9,0,0,0,0,21.129177958446252,0,Female,0,Yes,Yes,One year,No,Mailed check,,No,0,1,1
6345-FZOQH,2014-05-01,No,,69.05,19.9,1363.45,0,0,0,0,19.745836350470675,0,Male,0,Yes,No,Two year,No,Mailed check,,No,0,1,1
3376-BMGFE,2019-07-01,2019-11-01 00:00:00,2019-11-01,7.06,70.9,273.0,0,1,0,0,38.668555240793204,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,1,0,0
5997-OPVFA,2014-02-01,No,,71.98,89.05,6254.45,6,1,1,7,86.89149763823283,1,Male,0,Yes,No,Two year,Yes,Bank transfer (automatic),DSL,Yes,0,1,1
3445-HXXGF,2015-03-01,2020-01-01 00:00:00,2020-01-01,59.07,45.3,2651.2,3,1,0,3,44.88234298290164,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,DSL,,1,0,0
1159-WFSGR,2018-10-01,No,,16.03,20.4,321.4,0,0,0,0,20.049906425452274,0,Female,0,Yes,Yes,Month-to-month,No,Electronic check,,No,0,1,1
7654-YWJUF,2016-07-01,No,,43.04,84.25,3539.25,3,1,0,3,82.23164498141264,1,Male,0,Yes,No,One year,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
1875-QIVME,2019-11-01,2020-01-01 00:00:00,2020-01-01,3.02,104.4,242.8,4,1,1,5,80.39735099337749,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
6727-IOTLZ,2018-12-01,No,,14.03,81.95,1181.75,5,1,0,5,84.23022095509623,0,Male,0,Yes,No,Two year,No,Mailed check,DSL,No,0,1,1
0691-JVSYA,2015-05-01,2019-10-01 00:00:00,2019-10-01,57.06,94.85,5000.2,3,1,0,3,87.63056431826148,1,Female,0,Yes,No,One year,Yes,Bank transfer (automatic),Fiber optic,No,1,0,0
5918-VUKWP,2017-06-01,No,,32.03,20.55,654.55,0,0,0,0,20.435529191383075,1,Female,0,No,No,One year,No,Bank transfer (automatic),,No,0,1,1
1744-JHKYS,2017-04-01,No,,34.03,24.7,780.2,0,0,1,1,22.926829268292682,0,Female,0,Yes,No,Month-to-month,No,Electronic check,,Yes,0,1,1
2656-FMOKZ,2018-07-01,2019-10-01 00:00:00,2019-10-01,19.05,74.45,1145.7,0,1,1,1,60.14173228346457,0,Female,1,No,No,Month-to-month,Yes,Mailed check,Fiber optic,Yes,1,0,0
2070-FNEXE,2019-06-01,2020-01-01 00:00:00,2020-01-01,8.05,76.45,503.6,1,1,0,1,62.55900621118012,1,Female,1,No,No,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,1,0,0
5947-SGKCL,2018-11-01,No,,15.01,105.35,1559.25,4,1,1,5,103.88074616922052,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
3712-PKXZA,2015-01-01,No,,61.01,20.55,1252.0,0,0,0,0,20.521226028519916,1,Male,0,Yes,No,One year,Yes,Credit card (automatic),,No,0,1,1
6317-YPKDH,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,29.95,29.95,1,1,0,1,14.681372549019608,1,Female,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,,1,0,0
6582-OIVSP,2020-01-01,No,,1.02,45.3,45.3,0,1,0,0,44.41176470588235,0,Female,0,No,No,Month-to-month,No,Mailed check,DSL,No,0,1,1
9367-WXLCH,2019-02-01,2019-10-01 00:00:00,2019-10-01,11.99,84.5,662.65,1,1,1,2,55.26688907422852,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,1,0,0
5524-KHNJP,2017-05-01,No,,33.05,74.75,2453.3,4,1,0,4,74.22995461422089,1,Male,0,Yes,Yes,One year,No,Credit card (automatic),DSL,No,0,1,1
1918-ZBFQJ,2018-09-01,2019-10-01 00:00:00,2019-10-01,17.02,79.25,1111.65,2,1,0,2,65.31433607520565,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1024-GUALD,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,24.8,24.8,0,1,0,0,6.138613861386139,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,DSL,,1,0,0
4827-USJHP,2018-06-01,No,,20.04,51.8,1023.85,1,1,0,1,51.09031936127745,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,No,0,1,1
8167-GJLRN,2019-11-01,No,,3.02,30.4,82.15,1,1,0,1,27.20198675496689,0,Male,0,No,No,Month-to-month,No,Electronic check,DSL,,0,1,1
0956-SYCWG,2019-01-01,No,,13.01,19.65,244.8,0,0,0,0,18.8162951575711,0,Female,0,No,No,One year,No,Electronic check,,No,0,1,1
8017-UVSZU,2016-10-01,No,,40.01,56.6,2379.1,1,1,1,2,59.46263434141465,1,Female,0,Yes,No,Month-to-month,No,Credit card (automatic),DSL,Yes,0,1,1
7100-FQPRV,2016-07-01,No,,43.04,71.9,3173.35,3,1,1,4,73.73025092936803,1,Male,0,Yes,Yes,One year,Yes,Credit card (automatic),DSL,Yes,0,1,1
2472-OVKUP,2019-07-01,2020-01-01 00:00:00,2020-01-01,7.06,91.0,531.0,3,1,0,3,75.21246458923513,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
2984-RGEYA,2014-05-01,No,,69.05,19.75,1375.4,0,0,0,0,19.918899348298336,1,Female,0,Yes,Yes,Two year,No,Bank transfer (automatic),,No,0,1,1
9680-NIAUV,2014-02-01,No,,71.98,109.7,8129.3,5,1,1,6,112.93831619894415,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),Fiber optic,Yes,0,1,1
2146-EGVDT,2015-03-01,No,,59.07,19.3,1192.7,0,0,0,0,20.191298459454885,1,Male,0,Yes,Yes,Two year,No,Credit card (automatic),,No,0,1,1
2604-IJPDU,2018-06-01,No,,20.04,96.55,1901.65,4,1,0,4,94.89271457085829,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
9178-JHUVJ,2018-02-01,No,,23.98,24.1,587.4,0,0,1,1,24.495412844036696,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),,Yes,0,1,1
6168-YBYNP,2015-03-01,No,,59.07,111.35,6519.75,5,1,1,6,110.37328593194515,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
7255-SSFBC,2014-02-01,No,,71.98,112.25,8041.65,5,1,1,6,111.72061683801054,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
3645-DEYGF,2020-01-01,No,,1.02,20.75,20.75,0,0,0,0,20.34313725490196,0,Male,0,No,Yes,Month-to-month,No,Mailed check,,No,0,1,1
9323-HGFWY,2017-11-01,No,,27.0,101.9,2681.15,4,1,0,4,99.30185185185185,1,Female,0,Yes,No,One year,Yes,Credit card (automatic),Fiber optic,No,0,1,1
8544-GOQSH,2018-12-01,No,,14.03,80.05,1112.3,2,1,0,2,79.28011404133998,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,0,1,1
3363-DTIVD,2014-03-01,No,,71.06,105.55,7405.5,4,1,1,5,104.21474810019701,0,Male,0,Yes,Yes,Two year,No,Electronic check,Fiber optic,Yes,0,1,1
7018-WBJNK,2019-01-01,No,,13.01,78.3,1033.95,1,1,0,1,79.47348193697157,1,Male,0,No,Yes,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,0,1,1
9142-KZXOP,2016-06-01,No,,44.02,68.85,2958.95,0,1,0,0,67.21830985915491,1,Male,0,No,No,Month-to-month,No,Credit card (automatic),Fiber optic,No,0,1,1
7674-YTAFD,2017-05-01,No,,33.05,79.95,2684.85,2,1,0,2,81.23600605143722,1,Female,0,No,No,One year,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
6348-SNFUS,2014-02-01,No,,71.98,55.45,4179.2,5,1,0,5,58.060572381217,1,Male,0,Yes,Yes,Two year,Yes,Credit card (automatic),DSL,,0,1,1
1285-OKIPP,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,79.9,79.9,1,1,0,1,39.16666666666667,0,Male,0,No,No,Month-to-month,No,Electronic check,Fiber optic,No,1,0,0
7825-ECJRF,2018-06-01,2020-01-01 00:00:00,2020-01-01,20.04,106.6,1934.45,5,1,0,5,96.52944111776448,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1347-KTTTA,2014-10-01,No,,64.03,102.45,6654.1,5,1,0,5,103.9215992503514,1,Male,0,Yes,No,One year,Yes,Credit card (automatic),Fiber optic,No,0,1,1
7841-TZDMQ,2019-10-01,2019-12-01 00:00:00,2019-12-01,4.04,46.0,84.5,0,1,0,0,20.915841584158414,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),DSL,No,1,0,0
4195-NZGTA,2020-01-01,No,,1.02,25.25,25.25,0,1,0,0,24.754901960784313,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,,0,1,1
7157-SMCFK,2015-01-01,No,,61.01,19.75,1124.2,0,0,0,0,18.426487461071957,0,Male,0,No,Yes,Two year,No,Mailed check,,No,0,1,1
4709-LKHYG,2017-09-01,No,,29.01,20.0,540.05,0,0,0,0,18.615994484660458,0,Female,0,Yes,Yes,One year,No,Electronic check,,No,0,1,1
2504-DSHIH,2018-03-01,No,,23.06,86.8,1975.85,1,1,1,2,85.6830008673027,0,Male,1,Yes,No,Month-to-month,No,Electronic check,Fiber optic,Yes,0,1,1
0699-NDKJM,2015-05-01,No,,57.06,58.75,3437.45,5,1,0,5,60.242726954083416,1,Female,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),DSL,,0,1,1
9286-BHDQG,2014-02-01,No,,71.98,45.25,3139.8,4,1,0,4,43.62045012503473,1,Male,0,Yes,Yes,Two year,No,Credit card (automatic),DSL,,0,1,1
0230-WEQUW,2014-08-01,No,,66.03,56.6,3789.2,5,1,0,5,57.38603665000757,1,Male,0,Yes,No,Two year,Yes,Bank transfer (automatic),DSL,,0,1,1
2040-LDIWQ,2014-09-01,No,,65.01,84.2,5324.5,5,1,1,6,81.90278418704814,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),DSL,Yes,0,1,1
6496-JDSSB,2019-06-01,No,,8.05,80.0,624.6,1,1,0,1,77.59006211180125,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
9408-SSNVZ,2019-09-01,2020-01-01 00:00:00,2020-01-01,5.03,70.15,268.35,0,1,0,0,53.34990059642147,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
4443-EMBNA,2014-03-01,No,,71.06,24.75,1836.9,0,0,1,1,25.84998592738531,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
6469-MRVET,2020-01-01,No,,1.02,20.2,20.2,0,0,0,0,19.80392156862745,0,Male,0,Yes,Yes,One year,Yes,Electronic check,,No,0,1,1
0742-MOABM,2019-07-01,2019-11-01 00:00:00,2019-11-01,7.06,50.05,179.35,1,1,0,1,25.403682719546744,0,Male,0,Yes,No,Month-to-month,No,Mailed check,DSL,No,1,0,0
5961-VUSRV,2019-02-01,No,,11.99,19.35,219.35,0,0,0,0,18.29441201000834,1,Female,0,No,No,One year,Yes,Bank transfer (automatic),,No,0,1,1
6778-JFCMK,2018-02-01,No,,23.98,50.6,1288.75,3,1,0,3,53.742702251876565,0,Male,0,No,No,One year,Yes,Mailed check,DSL,,0,1,1
6341-JVQGF,2017-07-01,No,,31.04,81.15,2545.75,5,1,0,5,82.01514175257732,0,Female,0,Yes,Yes,One year,Yes,Mailed check,DSL,No,0,1,1
2232-DMLXU,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,55.2,55.2,1,1,0,1,27.058823529411764,0,Female,0,Yes,No,Month-to-month,No,Mailed check,DSL,No,1,0,0
4811-JBUVU,2017-08-01,No,,30.03,89.9,2723.15,2,1,1,3,90.68098568098569,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
0945-TSONX,2016-03-01,No,,47.04,85.3,4107.25,5,1,1,6,87.3139880952381,1,Female,0,Yes,Yes,Two year,Yes,Credit card (automatic),DSL,Yes,0,1,1
2651-ZCBXV,2015-08-01,No,,54.04,108.0,5760.65,5,1,1,6,106.59974093264248,1,Male,0,No,No,Two year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
3316-UWXUY,2015-12-01,No,,50.03,93.5,4747.5,4,1,0,4,94.89306416150309,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,0,1,1
8937-RDTHP,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,84.6,84.6,2,1,0,2,20.94059405940594,0,Male,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,1,0,0
7083-MIOPC,2014-02-01,No,,71.98,20.25,1566.9,0,0,0,0,21.76854681856071,1,Female,0,No,No,Two year,No,Credit card (automatic),,No,0,1,1
1984-GPTEH,2017-09-01,No,,29.01,25.15,702.0,0,0,1,1,24.19855222337125,0,Female,0,No,No,Month-to-month,No,Electronic check,,Yes,0,1,1
1251-KRREG,2019-10-01,2019-12-01 00:00:00,2019-12-01,4.04,54.4,114.1,1,1,1,2,28.24257425742574,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,Yes,1,0,0
0621-JFHOL,2019-04-01,No,,10.05,29.6,299.05,1,1,0,1,29.756218905472636,0,Female,0,No,No,Two year,Yes,Mailed check,DSL,,0,1,1
9903-LYSAB,2018-08-01,No,,18.04,73.15,1305.95,0,1,1,1,72.3919068736142,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
0094-OIFMO,2018-12-01,2019-11-01 00:00:00,2019-11-01,14.03,95.0,1120.3,3,1,0,3,79.8503207412687,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
9227-UAQFT,2018-10-01,No,,16.03,19.75,284.35,0,0,0,0,17.7386150966937,0,Male,0,No,No,Two year,No,Mailed check,,No,0,1,1
7301-ABVAD,2014-02-01,No,,71.98,86.6,6350.5,5,1,1,6,88.22589608224506,1,Female,0,No,No,Two year,No,Bank transfer (automatic),DSL,Yes,0,1,1
6614-FHDBO,2014-02-01,No,,71.98,109.2,7878.3,5,1,1,6,109.4512364545707,1,Male,0,No,No,Two year,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
7576-ASEJU,2016-09-01,No,,41.0,74.7,3187.65,4,1,0,4,77.74756097560976,1,Female,0,Yes,Yes,One year,Yes,Credit card (automatic),DSL,No,0,1,1
9058-HRZSV,2014-09-01,No,,65.01,94.4,6126.15,4,1,0,4,94.2339640055376,0,Female,1,Yes,No,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
4522-AKYLR,2019-01-01,No,,13.01,54.8,731.3,2,1,0,2,56.210607225211376,0,Female,1,No,No,Month-to-month,Yes,Electronic check,DSL,No,0,1,1
0221-WMXNQ,2019-10-01,No,,4.04,75.35,273.4,1,1,0,1,67.67326732673267,0,Male,1,No,No,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
0303-UNCIP,2016-09-01,No,,41.0,65.0,2531.8,2,1,1,3,61.75121951219513,0,Male,0,No,No,One year,No,Mailed check,DSL,Yes,0,1,1
9947-OTFQU,2018-10-01,2020-01-01 00:00:00,2020-01-01,16.03,74.4,1074.3,1,1,0,1,67.01809107922644,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
0322-YINQP,2019-09-01,2019-10-01 00:00:00,2019-10-01,5.03,48.55,48.55,1,1,0,1,9.652087475149104,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,No,1,0,0
0959-WHOKV,2016-08-01,No,,42.02,99.0,4298.45,4,1,1,5,102.29533555449784,0,Male,0,No,No,One year,Yes,Electronic check,Fiber optic,Yes,0,1,1
4075-JFPGR,2015-11-01,No,,51.02,93.5,4619.55,4,1,0,4,90.54390435123481,0,Female,0,Yes,No,One year,Yes,Electronic check,Fiber optic,No,0,1,1
4629-NRXKX,2019-09-01,2019-11-01 00:00:00,2019-11-01,5.03,70.4,147.15,0,1,0,0,29.254473161033797,0,Female,0,Yes,Yes,Month-to-month,No,Electronic check,Fiber optic,No,1,0,0
9514-JDSKI,2019-11-01,2019-12-01 00:00:00,2019-12-01,3.02,40.2,40.2,2,1,0,2,13.311258278145695,0,Male,1,Yes,No,Month-to-month,No,Electronic check,DSL,,1,0,0
3282-ZISZV,2017-06-01,No,,32.03,83.7,2633.3,5,1,1,6,82.21354979706526,1,Male,0,No,Yes,One year,No,Credit card (automatic),DSL,Yes,0,1,1
3675-YDUPJ,2019-04-01,No,,10.05,19.85,193.05,0,0,0,0,19.208955223880597,0,Male,0,No,No,Month-to-month,Yes,Mailed check,,No,0,1,1
4111-BNXIF,2014-07-01,No,,67.05,59.55,4103.9,5,1,0,5,61.20656226696495,0,Female,0,Yes,Yes,Two year,Yes,Electronic check,DSL,,0,1,1
7017-VFHAY,2015-01-01,No,,61.01,115.1,7008.15,6,1,1,7,114.86887395508933,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),Fiber optic,Yes,0,1,1
6655-LHBYW,2015-12-01,No,,50.03,114.35,5791.1,6,1,1,7,115.75254847091746,1,Male,0,No,No,One year,No,Credit card (automatic),Fiber optic,Yes,0,1,1
4959-JOSRX,2019-08-01,2019-10-01 00:00:00,2019-10-01,6.04,44.6,80.55,0,1,0,0,13.336092715231787,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),DSL,No,1,0,0
5046-NUHWD,2017-09-01,No,,29.01,45.0,1228.65,3,1,0,3,42.35263702171665,0,Female,1,Yes,No,Month-to-month,Yes,Electronic check,DSL,,0,1,1
7273-TEFQD,2019-08-01,2019-11-01 00:00:00,2019-11-01,6.04,41.15,132.2,2,1,0,2,21.887417218543046,0,Male,1,No,No,Month-to-month,Yes,Electronic check,DSL,,1,0,0
3606-TWKGI,2018-12-01,2020-01-01 00:00:00,2020-01-01,14.03,106.9,1364.3,4,1,1,5,97.2416250890948,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
7529-ZDFXI,2015-05-01,No,,57.06,89.85,4925.35,2,1,1,3,86.31878724150017,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
7605-BDWDC,2017-07-01,No,,31.04,49.85,1520.1,4,1,0,4,48.97229381443299,1,Female,0,No,No,Two year,Yes,Bank transfer (automatic),DSL,,0,1,1
1950-KSVVJ,2016-05-01,No,,45.04,113.3,5032.25,6,1,1,7,111.72846358792185,0,Female,0,Yes,No,One year,No,Mailed check,Fiber optic,Yes,0,1,1
0123-CRBRT,2015-01-01,No,,61.01,88.1,5526.75,6,1,1,7,90.58760858875594,0,Female,0,Yes,Yes,Two year,No,Mailed check,DSL,Yes,0,1,1
6292-TOSSS,2015-12-01,No,,50.03,24.9,1195.25,0,0,1,1,23.890665600639615,1,Male,0,No,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
3197-ARFOY,2018-07-01,No,,19.05,105.0,2007.25,5,1,0,5,105.36745406824147,0,Female,1,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,0,1,1
6323-AYBRX,2015-02-01,2020-01-01 00:00:00,2020-01-01,59.99,19.35,1099.6,0,0,0,0,18.329721620270043,0,Male,0,No,No,Two year,No,Mailed check,,No,1,0,0
7014-ZZXAW,2014-03-01,No,,71.06,24.25,1732.95,0,0,1,1,24.387137630171686,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),,Yes,0,1,1
4385-GZQXV,2018-06-01,2019-10-01 00:00:00,2019-10-01,20.04,94.45,1511.2,3,1,0,3,75.40918163672656,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
7633-MVPUY,2015-05-01,No,,57.06,59.75,3450.15,3,1,0,3,60.465299684542586,0,Male,0,Yes,No,Two year,Yes,Electronic check,DSL,No,0,1,1
6366-ZGQGL,2019-11-01,2019-12-01 00:00:00,2019-12-01,3.02,24.8,24.8,0,1,0,0,8.211920529801324,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,,1,0,0
4716-HHKQH,2018-06-01,No,,20.04,107.05,2172.05,4,1,1,5,108.38572854291418,0,Male,1,Yes,No,Month-to-month,No,Electronic check,Fiber optic,Yes,0,1,1
5940-AHUHD,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,70.6,70.6,0,1,0,0,34.607843137254896,0,Male,0,No,No,Month-to-month,No,Mailed check,Fiber optic,No,1,0,0
6432-TWQLB,2019-05-01,2019-10-01 00:00:00,2019-10-01,9.07,85.4,401.1,2,1,1,3,44.22271223814774,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
4484-GLZOU,2015-09-01,2020-01-01 00:00:00,2020-01-01,53.02,105.05,5624.85,4,1,1,5,106.08921161825727,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
3179-GBRWV,2018-05-01,No,,21.06,64.95,1339.8,3,1,0,3,63.61823361823362,1,Male,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),DSL,No,0,1,1
8645-KWHJO,2018-12-01,No,,14.03,55.0,771.95,4,1,0,4,55.02138275124733,0,Male,0,No,No,Month-to-month,Yes,Electronic check,DSL,,0,1,1
4130-MZLCC,2019-09-01,No,,5.03,50.55,244.75,1,1,0,1,48.658051689860834,1,Female,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,No,0,1,1
0314-TKOSI,2019-08-01,No,,6.04,55.15,322.9,2,1,0,2,53.460264900662246,0,Female,0,No,No,Month-to-month,No,Mailed check,DSL,No,0,1,1
8229-MYEJZ,2019-04-01,No,,10.05,51.2,498.25,1,1,0,1,49.57711442786069,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,No,0,1,1
2080-SRCDE,2020-01-01,No,,1.02,25.4,25.4,0,0,1,1,24.901960784313722,0,Female,0,No,Yes,Month-to-month,No,Mailed check,,Yes,0,1,1
9577-WJVCQ,2014-06-01,No,,68.04,54.45,3687.75,1,1,1,2,54.19973544973544,0,Female,0,No,No,Month-to-month,No,Mailed check,DSL,Yes,0,1,1
9512-UIBFX,2018-06-01,2019-12-01 00:00:00,2019-12-01,20.04,95.15,1779.95,3,1,0,3,88.81986027944113,0,Male,0,Yes,Yes,Month-to-month,No,Mailed check,Fiber optic,No,1,0,0
6202-DYYFX,2018-04-01,No,,22.04,76.0,1783.6,0,1,1,1,80.92558983666062,1,Female,0,No,No,One year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
3808-HFKDE,2018-06-01,No,,20.04,44.35,927.15,0,1,0,0,46.26497005988024,0,Female,0,No,No,Month-to-month,Yes,Electronic check,DSL,No,0,1,1
5583-SXDAG,2019-09-01,2019-10-01 00:00:00,2019-10-01,5.03,70.0,70.0,0,1,0,0,13.916500994035784,0,Male,0,Yes,No,Month-to-month,No,Electronic check,Fiber optic,No,1,0,0
3488-PGMQJ,2019-02-01,2019-10-01 00:00:00,2019-10-01,11.99,74.5,606.55,1,1,0,1,50.58798999165971,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
3580-REOAC,2019-03-01,2020-01-01 00:00:00,2020-01-01,11.07,44.85,435.4,0,1,0,0,39.33152664859982,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),DSL,No,1,0,0
